vm_id,cores,mem
vm_02727,4,32768
vm_02728,2,8192
vm_02729,2,8192
vm_02730,4,32768
vm_02731,2,2048
vm_02732,2,8192
vm_02733,2,2048
vm_02734,2,8192
vm_02735,2,4096
vm_02736,2,4096
vm_02737,2,8192
vm_02738,2,2048
vm_02739,4,32768
vm_02740,2,4096
vm_02741,4,65536
vm_02742,4,32768
vm_02743,24,65536
vm_02744,4,32768
vm_02745,4,8192
vm_02746,4,32768
vm_02747,8,32768
vm_02748,4,32768
vm_02749,8,32768
vm_02750,2,2048
vm_02751,2,8192
vm_02752,4,32768
vm_02753,2,8192
vm_02754,2,2048
vm_02755,2,2048
vm_02756,2,2048
vm_02757,2,8192
vm_02758,4,32768
vm_02759,4,32768
vm_02760,4,32768
vm_02761,4,8192
vm_02762,2,4096
vm_02763,8,32768
vm_02764,2,8192
vm_02765,2,4096
vm_02766,2,4096
vm_02767,2,2048
vm_02768,2,8192
vm_02769,2,8192
vm_02770,2,4096
vm_02771,2,8192
vm_02772,2,2048
vm_02773,2,4096
vm_02774,4,32768
vm_02775,4,8192
vm_02776,24,65536
vm_02777,2,8192
vm_02778,24,65536
vm_02779,2,8192
vm_02780,4,32768
vm_02781,2,2048
vm_02782,2,4096
vm_02783,2,4096
vm_02784,2,8192
vm_02785,4,32768
vm_02786,2,8192
vm_02787,2,8192
vm_02788,4,32768
vm_02789,4,8192
vm_02790,2,4096
vm_02791,2,8192
vm_02792,2,4096
vm_02793,2,8192
vm_02794,4,32768
vm_02795,2,4096
vm_02796,4,65536
vm_02797,2,8192
vm_02798,4,32768
vm_02799,2,4096
vm_02800,2,4096
vm_02801,8,32768
vm_02802,2,8192
vm_02803,2,4096
vm_02804,4,8192
vm_02805,2,4096
vm_02806,4,32768
vm_02807,2,8192
vm_02808,2,8192
vm_02809,2,4096
vm_02810,4,65536
vm_02811,4,32768
vm_02812,2,4096
vm_02813,4,32768
vm_02814,4,32768
vm_02815,4,32768
vm_02816,2,2048
vm_02817,2,4096
vm_02818,4,32768
vm_02819,4,8192
vm_02820,2,8192
vm_02821,2,8192
vm_02822,4,32768
vm_02823,2,4096
vm_02824,2,8192
vm_02825,24,65536
vm_02826,2,2048
vm_02827,2,2048
vm_02828,4,32768
vm_02829,2,4096
vm_02830,4,32768
vm_02831,2,4096
vm_02832,2,4096
vm_02833,4,8192
vm_02834,2,2048
vm_02835,8,32768
vm_02836,4,32768
vm_02837,4,32768
vm_02838,2,8192
vm_02839,4,65536
vm_02840,2,8192
vm_02841,4,32768
vm_02842,4,32768
vm_02843,4,32768
vm_02844,4,32768
vm_02845,2,4096
vm_02846,4,8192
vm_02847,2,2048
vm_02848,2,4096
vm_02849,2,8192
vm_02850,2,2048
vm_02851,2,8192
vm_02852,2,2048
vm_02853,4,32768
vm_02854,2,8192
vm_02855,24,65536
vm_02856,24,65536
vm_02857,4,65536
vm_02858,2,2048
vm_02859,24,65536
vm_02860,2,8192
vm_02861,2,2048
vm_02862,4,32768
vm_02863,2,2048
vm_02864,2,8192
vm_02865,2,4096
vm_02866,24,65536
vm_02867,2,4096
vm_02868,2,4096
vm_02869,4,32768
vm_02870,2,4096
vm_02871,4,32768
vm_02872,4,8192
vm_02873,4,32768
vm_02874,4,65536
vm_02875,2,2048
vm_02876,2,2048
vm_02877,2,4096
vm_02878,2,8192
vm_02879,2,4096
vm_02880,2,2048
vm_02881,2,4096
vm_02882,2,8192
vm_02883,2,8192
vm_02884,4,32768
vm_02885,2,8192
vm_02886,2,2048
vm_02887,2,4096
vm_02888,2,8192
vm_02889,4,32768
vm_02890,2,8192
vm_02891,2,8192
vm_02892,2,4096
vm_02893,4,8192
vm_02894,2,8192
vm_02895,2,8192
vm_02896,4,32768
vm_02897,4,32768
vm_02898,2,8192
vm_02899,2,8192
vm_02900,2,8192
vm_02901,4,8192
vm_02902,24,65536
vm_02903,8,32768
vm_02904,2,4096
vm_02905,2,4096
vm_02906,2,4096
vm_02907,2,8192
vm_02908,4,8192
vm_02909,8,32768
vm_02910,4,65536
vm_02911,4,32768
vm_02912,2,2048
vm_02913,2,2048
vm_02914,2,8192
vm_02915,4,32768
vm_02916,2,8192
vm_02917,2,4096
vm_02918,4,8192
vm_02919,4,32768
vm_02920,2,8192
vm_02921,2,8192
vm_02922,2,4096
vm_02923,8,32768
vm_02924,2,8192
vm_02925,24,65536
vm_02926,8,32768
vm_02927,4,8192
vm_02928,2,4096
vm_02929,2,2048
vm_02930,4,65536
vm_02931,2,8192
vm_02932,4,32768
vm_02933,2,8192
vm_02934,2,8192
vm_02935,2,8192
vm_02936,2,8192
vm_02937,2,8192
vm_02938,4,32768
vm_02939,2,8192
vm_02940,4,32768
vm_02941,2,4096
vm_02942,2,8192
vm_02943,4,32768
vm_02944,2,2048
vm_02945,2,8192
vm_02946,2,8192
vm_02947,2,2048
vm_02948,4,32768
vm_02949,2,2048
vm_02950,2,8192
vm_02951,2,2048
vm_02952,2,4096
vm_02953,4,32768
vm_02954,24,65536
vm_02955,2,8192
vm_02956,4,32768
vm_02957,24,65536
vm_02958,4,32768
vm_02959,4,65536
vm_02960,4,32768
vm_02961,2,2048
vm_02962,2,8192
vm_02963,2,4096
vm_02964,2,8192
vm_02965,2,8192
vm_02966,2,8192
vm_02967,2,4096
vm_02968,2,8192
vm_02969,4,8192
vm_02970,2,8192
vm_02971,2,4096
vm_02972,4,32768
vm_02973,2,8192
vm_02974,2,8192
vm_02975,4,32768
vm_02976,2,8192
vm_02977,2,8192
vm_02978,4,32768
vm_02979,8,32768
vm_02980,2,4096
vm_02981,2,8192
vm_02982,4,65536
vm_02983,2,2048
vm_02984,8,32768
vm_02985,4,32768
vm_02986,4,32768
vm_02987,4,8192
vm_02988,4,8192
vm_02989,2,4096
vm_02990,4,65536
vm_02991,2,2048
vm_02992,2,8192
vm_02993,2,8192
vm_02994,2,2048
vm_02995,8,32768
vm_02996,4,65536
vm_02997,4,32768
vm_02998,4,32768
vm_02999,4,8192
vm_03000,2,2048
vm_03001,2,4096
vm_03002,2,4096
vm_03003,4,32768
vm_03004,2,8192
vm_03005,4,8192
vm_03006,2,4096
vm_03007,8,32768
vm_03008,2,8192
vm_03009,2,2048
vm_03010,4,32768
vm_03011,2,8192
vm_03012,4,32768
vm_03013,4,65536
vm_03014,4,32768
vm_03015,2,4096
vm_03016,2,4096
vm_03017,2,4096
vm_03018,4,32768
vm_03019,4,8192
vm_03020,2,2048
vm_03021,4,8192
vm_03022,4,32768
vm_03023,4,32768
vm_03024,2,8192
vm_03025,4,32768
vm_03026,2,4096
vm_03027,4,32768
vm_03028,4,8192
vm_03029,4,8192
vm_03030,2,8192
vm_03031,4,32768
vm_03032,2,4096
vm_03033,4,32768
vm_03034,2,8192
vm_03035,2,2048
vm_03036,2,8192
vm_03037,8,32768
vm_03038,4,32768
vm_03039,4,32768
vm_03040,24,65536
vm_03041,2,4096
vm_03042,2,8192
vm_03043,2,4096
vm_03044,2,2048
vm_03045,2,4096
vm_03046,2,4096
vm_03047,2,8192
vm_03048,2,4096
vm_03049,8,32768
vm_03050,4,32768
vm_03051,24,65536
vm_03052,2,4096
vm_03053,2,8192
vm_03054,4,32768
vm_03055,2,2048
vm_03056,2,8192
vm_03057,2,8192
vm_03058,4,32768
vm_03059,2,2048
vm_03060,24,65536
vm_03061,2,8192
vm_03062,4,32768
vm_03063,4,32768
vm_03064,4,32768
vm_03065,8,32768
vm_03066,4,32768
vm_03067,2,4096
vm_03068,2,2048
vm_03069,4,65536
vm_03070,2,8192
vm_03071,2,4096
vm_03072,24,65536
vm_03073,2,2048
vm_03074,2,2048
vm_03075,2,8192
vm_03076,4,65536
vm_03077,4,32768
vm_03078,2,2048
vm_03079,2,8192
vm_03080,2,8192
vm_03081,4,32768
vm_03082,4,32768
vm_03083,4,32768
vm_03084,2,4096
vm_03085,2,8192
vm_03086,2,8192
vm_03087,24,65536
vm_03088,2,8192
vm_03089,2,4096
vm_03090,2,4096
vm_03091,2,8192
vm_03092,2,8192
vm_03093,4,32768
vm_03094,4,65536
vm_03095,4,32768
vm_03096,2,8192
vm_03097,2,8192
vm_03098,4,32768
vm_03099,8,32768
vm_03100,4,32768
vm_03101,2,8192
vm_03102,8,32768
vm_03103,2,2048
vm_03104,4,32768
vm_03105,8,32768
vm_03106,2,2048
vm_03107,4,32768
vm_03108,4,32768
vm_03109,2,8192
vm_03110,4,32768
vm_03111,4,32768
vm_03112,2,8192
vm_03113,2,4096
vm_03114,4,32768
vm_03115,4,32768
vm_03116,2,4096
vm_03117,2,4096
vm_03118,2,8192
vm_03119,2,8192
vm_03120,2,8192
vm_03121,2,8192
vm_03122,2,8192
vm_03123,2,4096
vm_03124,4,32768
vm_03125,2,2048
vm_03126,2,4096
vm_03127,4,32768
vm_03128,4,65536
vm_03129,4,8192
vm_03130,4,32768
vm_03131,2,4096
vm_03132,4,65536
vm_03133,4,8192
vm_03134,4,32768
vm_03135,2,4096
vm_03136,2,2048
vm_03137,8,32768
vm_03138,4,32768
vm_03139,4,32768
vm_03140,2,8192
vm_03141,24,65536
vm_03142,4,32768
vm_03143,4,32768
vm_03144,4,32768
vm_03145,2,4096
vm_03146,4,32768
vm_03147,2,8192
vm_03148,2,8192
vm_03149,2,4096
vm_03150,4,32768
vm_03151,4,32768
vm_03152,2,8192
vm_03153,2,8192
vm_03154,2,4096
vm_03155,24,65536
vm_03156,2,8192
vm_03157,2,4096
vm_03158,4,8192
vm_03159,2,8192
vm_03160,4,32768
vm_03161,4,65536
vm_03162,2,8192
vm_03163,4,65536
vm_03164,4,32768
vm_03165,4,32768
vm_03166,2,4096
vm_03167,24,65536
vm_03168,2,8192
vm_03169,2,8192
vm_03170,4,32768
vm_03171,4,32768
vm_03172,2,4096
vm_03173,8,32768
vm_03174,2,8192
vm_03175,2,2048
vm_03176,2,2048
vm_03177,8,65536
vm_03178,8,32768
vm_03179,2,8192
vm_03180,2,2048
vm_03181,2,2048
vm_03182,2,8192
vm_03183,2,4096
vm_03184,4,8192
vm_03185,8,32768
vm_03186,2,4096
vm_03187,2,4096
vm_03188,8,32768
vm_03189,2,8192
vm_03190,2,8192
vm_03191,2,8192
vm_03192,4,8192
vm_03193,2,4096
vm_03194,2,4096
vm_03195,8,32768
vm_03196,2,4096
vm_03197,2,2048
vm_03198,2,2048
vm_03199,2,2048
vm_03200,4,32768
vm_03201,2,2048
vm_03202,2,4096
vm_03203,4,32768
vm_03204,2,2048
vm_03205,2,8192
vm_03206,2,8192
vm_03207,4,32768
vm_03208,2,2048
vm_03209,4,32768
vm_03210,2,8192
vm_03211,4,32768
vm_03212,8,32768
vm_03213,2,8192
vm_03214,8,32768
vm_03215,4,32768
vm_03216,4,8192
vm_03217,8,32768
vm_03218,4,8192
vm_03219,8,32768
vm_03220,4,32768
vm_03221,4,8192
vm_03222,2,4096
vm_03223,4,32768
vm_03224,2,8192
vm_03225,2,2048
vm_03226,2,4096
vm_03227,4,32768
vm_03228,2,2048
vm_03229,4,8192
vm_03230,2,8192
vm_03231,4,32768
vm_03232,2,4096
vm_03233,2,8192
vm_03234,2,8192
vm_03235,2,8192
vm_03236,4,32768
vm_03237,4,32768
vm_03238,4,32768
vm_03239,2,4096
vm_03240,2,2048
vm_03241,2,8192
vm_03242,2,8192
vm_03243,4,32768
vm_03244,2,4096
vm_03245,4,32768
vm_03246,24,65536
vm_03247,2,8192
vm_03248,4,8192
vm_03249,4,32768
vm_03250,8,32768
vm_03251,4,32768
vm_03252,2,4096
vm_03253,4,32768
vm_03254,24,65536
vm_03255,4,32768
vm_03256,2,2048
vm_03257,8,32768
vm_03258,2,8192
vm_03259,2,8192
vm_03260,4,32768
vm_03261,2,8192
vm_03262,4,32768
vm_03263,2,2048
vm_03264,4,8192
vm_03265,2,8192
vm_03266,2,8192
vm_03267,2,8192
vm_03268,4,32768
vm_03269,4,32768
vm_03270,4,32768
vm_03271,24,65536
vm_03272,2,8192
vm_03273,2,8192
vm_03274,2,4096
vm_03275,2,4096
vm_03276,2,8192
vm_03277,4,8192
vm_03278,4,32768
vm_03279,2,4096
vm_03280,2,8192
vm_03281,2,8192
vm_03282,4,32768
vm_03283,4,32768
vm_03284,4,32768
vm_03285,2,2048
vm_03286,4,32768
vm_03287,2,2048
vm_03288,2,8192
vm_03289,2,8192
vm_03290,4,32768
vm_03291,2,8192
vm_03292,2,8192
vm_03293,2,8192
vm_03294,2,8192
vm_03295,4,32768
vm_03296,8,32768
vm_03297,2,4096
vm_03298,2,2048
vm_03299,8,32768
vm_03300,2,4096
vm_03301,4,8192
vm_03302,2,8192
vm_03303,4,32768
vm_03304,2,8192
vm_03305,2,8192
vm_03306,2,4096
vm_03307,2,8192
vm_03308,2,4096
vm_03309,4,32768
vm_03310,2,8192
vm_03311,2,4096
vm_03312,4,32768
vm_03313,4,8192
vm_03314,8,32768
vm_03315,2,8192
vm_03316,2,2048
vm_03317,4,8192
vm_03318,4,32768
vm_03319,2,8192
vm_03320,4,32768
vm_03321,4,32768
vm_03322,4,32768
vm_03323,2,8192
vm_03324,4,32768
vm_03325,4,32768
vm_03326,2,4096
vm_03327,2,4096
vm_03328,2,4096
vm_03329,2,4096
vm_03330,2,8192
vm_03331,2,8192
vm_03332,2,4096
vm_03333,4,32768
vm_03334,2,8192
vm_03335,4,32768
vm_03336,2,8192
vm_03337,2,2048
vm_03338,2,8192
vm_03339,2,4096
vm_03340,2,4096
vm_03341,8,32768
vm_03342,2,8192
vm_03343,4,32768
vm_03344,4,32768
vm_03345,2,8192
vm_03346,4,32768
vm_03347,4,32768
vm_03348,4,32768
vm_03349,4,65536
vm_03350,4,32768
vm_03351,24,65536
vm_03352,8,32768
vm_03353,2,8192
vm_03354,4,32768
vm_03355,8,32768
vm_03356,2,2048
vm_03357,2,2048
vm_03358,2,8192
vm_03359,2,4096
vm_03360,2,8192
vm_03361,2,4096
vm_03362,2,8192
vm_03363,2,8192
vm_03364,2,8192
vm_03365,2,8192
vm_03366,2,2048
vm_03367,8,32768
vm_03368,2,8192
vm_03369,2,2048
vm_03370,2,8192
vm_03371,2,8192
vm_03372,2,8192
vm_03373,4,8192
vm_03374,4,32768
vm_03375,2,4096
vm_03376,2,4096
vm_03377,8,32768
vm_03378,2,4096
vm_03379,2,8192
vm_03380,24,65536
vm_03381,4,32768
vm_03382,24,65536
vm_03383,4,32768
vm_03384,4,65536
vm_03385,4,32768
vm_03386,2,8192
vm_03387,4,8192
vm_03388,2,8192
vm_03389,2,2048
vm_03390,2,2048
vm_03391,2,4096
vm_03392,24,65536
vm_03393,2,2048
vm_03394,2,8192
vm_03395,2,4096
vm_03396,2,2048
vm_03397,2,4096
vm_03398,4,32768
vm_03399,2,8192
vm_03400,4,8192
vm_03401,2,4096
vm_03402,4,32768
vm_03403,2,4096
vm_03404,4,32768
vm_03405,2,8192
vm_03406,2,8192
vm_03407,8,32768
vm_03408,4,32768
vm_03409,2,8192
vm_03410,8,32768
vm_03411,2,8192
vm_03412,2,8192
vm_03413,2,2048
vm_03414,2,2048
vm_03415,2,2048
vm_03416,2,4096
vm_03417,4,32768
vm_03418,2,2048
vm_03419,2,2048
vm_03420,2,4096
vm_03421,4,32768
vm_03422,2,8192
vm_03423,2,8192
vm_03424,4,32768
vm_03425,4,8192
vm_03426,2,8192
vm_03427,2,8192
vm_03428,4,8192
vm_03429,4,32768
vm_03430,2,8192
vm_03431,2,8192
vm_03432,2,2048
vm_03433,2,2048
vm_03434,2,8192
vm_03435,4,32768
vm_03436,2,8192
vm_03437,4,32768
vm_03438,4,65536
vm_03439,2,8192
vm_03440,4,65536
vm_03441,2,8192
vm_03442,2,2048
vm_03443,8,32768
vm_03444,2,4096
vm_03445,2,4096
vm_03446,2,8192
vm_03447,2,8192
vm_03448,2,8192
vm_03449,8,32768
vm_03450,2,4096
vm_03451,2,4096
vm_03452,2,2048
vm_03453,4,32768
vm_03454,24,65536
vm_03455,4,32768
vm_03456,2,8192
vm_03457,24,65536
vm_03458,4,32768
vm_03459,4,32768
vm_03460,4,8192
vm_03461,4,32768
vm_03462,2,8192
vm_03463,2,8192
vm_03464,2,2048
vm_03465,4,65536
vm_03466,4,32768
vm_03467,4,32768
vm_03468,2,8192
vm_03469,2,2048
vm_03470,2,8192
vm_03471,4,32768
vm_03472,2,4096
vm_03473,2,8192
vm_03474,4,8192
vm_03475,4,65536
vm_03476,2,2048
vm_03477,2,8192
vm_03478,24,65536
vm_03479,2,2048
vm_03480,8,32768
vm_03481,4,32768
vm_03482,4,32768
vm_03483,2,2048
vm_03484,2,8192
vm_03485,2,2048
vm_03486,2,8192
vm_03487,4,32768
vm_03488,2,8192
vm_03489,2,8192
vm_03490,2,8192
vm_03491,4,8192
vm_03492,4,8192
vm_03493,2,4096
vm_03494,2,8192
vm_03495,4,32768
vm_03496,8,32768
vm_03497,2,8192
vm_03498,2,8192
vm_03499,2,8192
vm_03500,2,4096
vm_03501,4,32768
vm_03502,2,8192
vm_03503,2,8192
vm_03504,2,2048
vm_03505,4,32768
vm_03506,2,8192
vm_03507,2,4096
vm_03508,2,4096
vm_03509,2,8192
vm_03510,2,4096
vm_03511,2,8192
vm_03512,2,8192
vm_03513,4,32768
vm_03514,8,32768
vm_03515,4,32768
vm_03516,4,32768
vm_03517,2,4096
vm_03518,2,4096
vm_03519,2,4096
vm_03520,2,4096
vm_03521,2,4096
vm_03522,4,65536
vm_03523,4,32768
vm_03524,24,65536
vm_03525,4,32768
vm_03526,4,8192
vm_03527,2,2048
vm_03528,4,32768
vm_03529,2,8192
vm_03530,2,4096
vm_03531,4,32768
vm_03532,4,65536
vm_03533,4,32768
vm_03534,2,8192
vm_03535,2,8192
vm_03536,2,2048
vm_03537,4,32768
vm_03538,2,8192
vm_03539,2,8192
vm_03540,4,32768
vm_03541,8,32768
vm_03542,2,2048
vm_03543,2,8192
vm_03544,2,8192
vm_03545,4,32768
vm_03546,8,32768
vm_03547,2,8192
vm_03548,2,4096
vm_03549,4,32768
vm_03550,2,4096
vm_03551,4,65536
vm_03552,24,65536
vm_03553,4,32768
vm_03554,2,8192
vm_03555,4,32768
vm_03556,4,8192
vm_03557,4,32768
vm_03558,4,65536
vm_03559,8,32768
vm_03560,2,8192
vm_03561,2,4096
vm_03562,2,8192
vm_03563,2,2048
vm_03564,2,8192
vm_03565,4,32768
vm_03566,2,4096
vm_03567,2,4096
vm_03568,2,8192
vm_03569,2,8192
vm_03570,4,32768
vm_03571,8,32768
vm_03572,4,32768
vm_03573,2,8192
vm_03574,2,8192
vm_03575,8,65536
vm_03576,4,32768
vm_03577,4,32768
vm_03578,4,32768
vm_03579,24,65536
vm_03580,4,32768
vm_03581,4,65536
vm_03582,2,8192
vm_03583,2,8192
vm_03584,2,8192
vm_03585,2,8192
vm_03586,2,8192
vm_03587,4,32768
vm_03588,2,4096
vm_03589,2,8192
vm_03590,24,65536
vm_03591,4,32768
vm_03592,2,8192
vm_03593,2,4096
vm_03594,2,2048
vm_03595,2,2048
vm_03596,2,4096
vm_03597,2,8192
vm_03598,2,4096
vm_03599,4,32768
vm_03600,2,8192
vm_03601,2,4096
vm_03602,4,32768
vm_03603,4,32768
vm_03604,2,8192
vm_03605,4,32768
vm_03606,4,32768
vm_03607,2,8192
vm_03608,2,2048
vm_03609,2,8192
vm_03610,4,32768
vm_03611,4,32768
vm_03612,2,8192
vm_03613,4,65536
vm_03614,4,8192
vm_03615,4,32768
vm_03616,4,32768
vm_03617,4,32768
vm_03618,2,8192
vm_03619,2,8192
vm_03620,4,32768
vm_03621,2,4096
vm_03622,4,32768
vm_03623,2,8192
vm_03624,2,8192
vm_03625,2,4096
vm_03626,4,32768
vm_03627,2,4096
vm_03628,2,4096
vm_03629,2,4096
vm_03630,2,8192
vm_03631,2,8192
vm_03632,2,2048
vm_03633,4,32768
vm_03634,4,65536
